id,camera_view_id,company,date,day_of_week,location,mood,time_of_day,weather
701,-1,alone,2025-02-01 20:38:40.576,Saturday,home,relaxed,night,rainy
702,-1,alone,2025-02-01 20:40:30.396,Saturday,home,relaxed,night,rainy
703,-1,alone,2025-02-01 20:41:21.183,Saturday,home,relaxed,night,rainy
704,-1,alone,2025-02-01 21:54:20.909,Saturday,home,relaxed,night,cloudy
705,-1,alone,2025-02-01 21:56:56.591,Saturday,home,relaxed,night,cloudy
706,-1,alone,2025-02-01 21:58:51.527,Saturday,home,relaxed,night,cloudy
707,-1,alone,2025-02-01 21:59:37.098,Saturday,home,relaxed,night,cloudy
708,-1,alone,2025-02-01 22:26:02.932,Saturday,home,relaxed,night,sunny
709,-1,alone,2025-02-01 22:29:25.496,Saturday,home,relaxed,night,sunny
710,-1,alone,2025-02-01 22:33:27.162,Saturday,home,relaxed,night,sunny
711,-1,alone,2025-02-01 22:35:03.248,Saturday,home,relaxed,night,sunny
712,-1,alone,2025-02-01 22:37:41.35,Saturday,home,relaxed,night,sunny
713,-1,alone,2025-02-01 22:40:10.989,Saturday,home,relaxed,night,sunny
714,-1,alone,2025-02-01 22:42:33.588,Saturday,home,relaxed,night,sunny
715,-1,alone,2025-02-01 22:45:25.668,Saturday,home,relaxed,night,sunny
717,717,alone,2025-02-01 23:09:54.891,Sunday,home,indifferent,night,cloudy
718,718,alone,2025-02-01 23:10:22.459,Sunday,home,indifferent,night,cloudy
719,719,alone,2025-02-01 23:11:29.303,Sunday,home,indifferent,night,cloudy
720,720,alone,2025-02-01 23:11:54.99,Sunday,home,indifferent,night,cloudy
721,721,alone,2025-02-01 23:12:15.484,Sunday,home,indifferent,night,cloudy
722,722,alone,2025-02-01 23:12:39.544,Sunday,home,indifferent,night,cloudy
723,723,alone,2025-02-01 23:14:48.177,Sunday,home,indifferent,night,cloudy
724,724,alone,2025-02-01 23:16:17.448,Sunday,home,indifferent,night,cloudy
725,725,alone,2025-02-01 23:17:13.772,Sunday,home,indifferent,night,cloudy
726,726,alone,2025-02-01 23:19:02.952,Sunday,home,indifferent,night,cloudy
727,727,alone,2025-02-01 23:20:37.602,Sunday,home,indifferent,night,cloudy
728,728,alone,2025-02-01 23:21:08.634,Sunday,home,indifferent,night,cloudy
729,729,alone,2025-02-01 23:23:14.253,Sunday,home,indifferent,night,cloudy
730,730,alone,2025-02-01 23:23:42.509,Sunday,home,indifferent,night,cloudy
731,731,alone,2025-02-01 23:23:55.493,Sunday,home,indifferent,night,cloudy
732,732,alone,2025-02-01 23:24:49.706,Sunday,home,indifferent,night,cloudy
733,733,alone,2025-02-01 23:25:03.333,Sunday,home,indifferent,night,cloudy
1577,-1,alone,2025-02-03 20:57:03.857,Monday,home,relaxed,night,dark
890,-1,partner,2025-02-02 17:54:49.356,Sunday,home,happy,evening,windy
2919,2919,alone,2025-02-09 23:16:35.891,Monday,home,anxious,night,dark
734,734,alone,2025-02-01 23:27:06.651,Sunday,home,indifferent,night,cloudy
735,735,alone,2025-02-01 23:29:53.289,Sunday,home,indifferent,night,cloudy
736,736,alone,2025-02-01 23:35:34.824,Sunday,home,indifferent,night,cloudy
2920,2920,alone,2025-02-09 23:17:09.025,Monday,home,anxious,night,dark
739,-1,partner,2025-02-02 08:52:15.532,Sunday,home,happy,morning,sunny
740,-1,partner,2025-02-02 08:53:23.726,Sunday,home,happy,morning,sunny
741,-1,partner,2025-02-02 09:18:27.944,Sunday,home,happy,morning,sunny
742,-1,partner,2025-02-02 09:18:43.692,Sunday,home,happy,morning,sunny
743,-1,partner,2025-02-02 09:19:09.545,Sunday,home,happy,morning,sunny
744,-1,partner,2025-02-02 09:19:31.239,Sunday,home,happy,morning,sunny
745,-1,partner,2025-02-02 09:19:55.169,Sunday,home,happy,morning,sunny
746,-1,partner,2025-02-02 09:20:25.763,Sunday,home,happy,morning,sunny
747,-1,partner,2025-02-02 09:20:42.344,Sunday,home,happy,morning,sunny
748,-1,partner,2025-02-02 09:21:08.223,Sunday,home,happy,morning,sunny
749,-1,partner,2025-02-02 09:21:26.374,Sunday,home,happy,morning,sunny
750,-1,partner,2025-02-02 09:21:52.53,Sunday,home,happy,morning,sunny
751,-1,partner,2025-02-02 09:22:09.875,Sunday,home,happy,morning,sunny
752,-1,partner,2025-02-02 09:22:21.757,Sunday,home,happy,morning,sunny
753,-1,partner,2025-02-02 09:22:44.58,Sunday,home,happy,morning,sunny
754,-1,partner,2025-02-02 09:22:52.136,Sunday,home,happy,morning,sunny
755,-1,partner,2025-02-02 09:23:14.891,Sunday,home,happy,morning,sunny
756,-1,partner,2025-02-02 09:23:40.118,Sunday,home,happy,morning,sunny
757,-1,partner,2025-02-02 09:24:17.3,Sunday,home,happy,morning,sunny
758,-1,partner,2025-02-02 09:24:39.47,Sunday,home,happy,morning,sunny
759,-1,partner,2025-02-02 09:25:07.109,Sunday,home,happy,morning,sunny
760,-1,partner,2025-02-02 09:26:10.162,Sunday,home,happy,morning,sunny
764,-1,alone,2025-02-02 10:45:57.338,Sunday,home,relaxed,morning,sunny
765,-1,alone,2025-02-02 10:46:18.724,Sunday,home,relaxed,morning,sunny
766,-1,alone,2025-02-02 10:46:48.715,Sunday,home,relaxed,morning,sunny
767,-1,alone,2025-02-02 10:47:07.595,Sunday,home,relaxed,morning,sunny
768,-1,alone,2025-02-02 10:47:19.106,Sunday,home,relaxed,morning,sunny
769,-1,alone,2025-02-02 10:47:35.234,Sunday,home,relaxed,morning,sunny
771,-1,alone,2025-02-02 10:47:47.296,Sunday,home,relaxed,morning,sunny
773,-1,alone,2025-02-02 10:48:11.583,Sunday,home,relaxed,morning,sunny
775,-1,alone,2025-02-02 10:48:19.923,Sunday,home,relaxed,morning,sunny
776,-1,alone,2025-02-02 10:48:25.64,Sunday,home,relaxed,morning,sunny
777,-1,alone,2025-02-02 10:48:35.001,Sunday,home,relaxed,morning,sunny
779,-1,alone,2025-02-02 10:49:21.649,Sunday,home,relaxed,morning,sunny
780,-1,alone,2025-02-02 10:49:48.649,Sunday,home,relaxed,morning,sunny
781,-1,alone,2025-02-02 10:50:23.39,Sunday,home,relaxed,morning,sunny
782,-1,alone,2025-02-02 10:50:38.624,Sunday,home,relaxed,morning,sunny
783,-1,alone,2025-02-02 10:51:08.305,Sunday,home,relaxed,morning,sunny
784,-1,alone,2025-02-02 10:51:20.202,Sunday,home,relaxed,morning,sunny
785,-1,alone,2025-02-02 10:52:07.094,Sunday,home,relaxed,morning,sunny
786,-1,alone,2025-02-02 10:52:34.901,Sunday,home,relaxed,morning,sunny
787,-1,alone,2025-02-02 10:53:26.157,Sunday,home,relaxed,morning,sunny
788,-1,alone,2025-02-02 10:53:56.836,Sunday,home,relaxed,morning,sunny
789,-1,alone,2025-02-02 10:54:06.785,Sunday,home,relaxed,morning,sunny
790,-1,alone,2025-02-02 10:54:33.319,Sunday,home,relaxed,morning,sunny
791,-1,alone,2025-02-02 10:54:57.799,Sunday,home,relaxed,morning,sunny
792,-1,alone,2025-02-02 10:55:42.497,Sunday,home,relaxed,morning,sunny
793,-1,alone,2025-02-02 10:56:48.851,Sunday,home,relaxed,morning,sunny
794,-1,alone,2025-02-02 10:57:27.719,Sunday,home,relaxed,morning,sunny
795,-1,alone,2025-02-02 10:58:02.105,Sunday,home,relaxed,morning,sunny
796,-1,alone,2025-02-02 10:58:56.655,Sunday,home,relaxed,morning,sunny
797,-1,alone,2025-02-02 10:59:02.052,Sunday,home,relaxed,morning,sunny
798,-1,alone,2025-02-02 10:59:10.631,Sunday,home,relaxed,morning,sunny
799,-1,alone,2025-02-02 11:00:03.421,Sunday,home,relaxed,afternoon,sunny
800,-1,alone,2025-02-02 11:00:17.179,Sunday,home,relaxed,afternoon,sunny
801,-1,alone,2025-02-02 11:00:40.483,Sunday,home,relaxed,afternoon,sunny
802,-1,alone,2025-02-02 11:00:50.576,Sunday,home,relaxed,afternoon,sunny
803,-1,alone,2025-02-02 11:01:08.041,Sunday,home,relaxed,afternoon,sunny
804,-1,alone,2025-02-02 11:01:26.299,Sunday,home,relaxed,afternoon,sunny
805,-1,alone,2025-02-02 11:01:41.991,Sunday,home,relaxed,afternoon,sunny
806,-1,alone,2025-02-02 11:01:50.429,Sunday,home,relaxed,afternoon,sunny
2921,2921,alone,2025-02-09 23:17:38.266,Monday,home,anxious,night,dark
808,-1,alone,2025-02-02 11:04:21.51,Sunday,home,relaxed,afternoon,cloudy
809,-1,alone,2025-02-02 11:05:28.919,Sunday,home,relaxed,afternoon,cloudy
737,-1,alone,2025-02-01 23:36:18.579,Sunday,home,indifferent,night,cloudy
763,-1,alone,2025-02-02 10:44:47.522,Sunday,home,relaxed,morning,cloudy
810,-1,alone,2025-02-02 11:05:59.371,Sunday,home,relaxed,afternoon,cloudy
811,-1,alone,2025-02-02 11:06:33.623,Sunday,home,relaxed,afternoon,cloudy
812,-1,alone,2025-02-02 11:06:48.017,Sunday,home,relaxed,afternoon,cloudy
813,-1,alone,2025-02-02 11:07:33.38,Sunday,home,relaxed,afternoon,cloudy
814,-1,alone,2025-02-02 11:07:44.316,Sunday,home,relaxed,afternoon,cloudy
815,-1,alone,2025-02-02 11:07:56.749,Sunday,home,relaxed,afternoon,cloudy
816,-1,alone,2025-02-02 11:08:15.96,Sunday,home,relaxed,afternoon,cloudy
817,-1,alone,2025-02-02 11:08:35.818,Sunday,home,relaxed,afternoon,cloudy
818,-1,alone,2025-02-02 11:09:04.359,Sunday,home,relaxed,afternoon,cloudy
819,-1,alone,2025-02-02 11:09:29.768,Sunday,home,relaxed,afternoon,cloudy
820,-1,alone,2025-02-02 11:09:42.272,Sunday,home,relaxed,afternoon,cloudy
821,-1,alone,2025-02-02 11:09:56.006,Sunday,home,relaxed,afternoon,cloudy
822,-1,alone,2025-02-02 11:10:08.99,Sunday,home,relaxed,afternoon,cloudy
823,-1,alone,2025-02-02 11:10:16.63,Sunday,home,relaxed,afternoon,cloudy
824,-1,alone,2025-02-02 11:10:29.824,Sunday,home,relaxed,afternoon,cloudy
825,-1,alone,2025-02-02 11:10:37.001,Sunday,home,relaxed,afternoon,cloudy
826,-1,alone,2025-02-02 11:10:48.123,Sunday,home,relaxed,afternoon,cloudy
827,-1,alone,2025-02-02 11:11:29.927,Sunday,home,relaxed,afternoon,cloudy
829,-1,alone,2025-02-02 11:15:22.926,Sunday,home,relaxed,afternoon,cloudy
830,-1,alone,2025-02-02 11:16:49.739,Sunday,home,relaxed,afternoon,cloudy
831,-1,alone,2025-02-02 11:18:55.879,Sunday,home,relaxed,afternoon,cloudy
832,-1,alone,2025-02-02 11:21:11.593,Sunday,home,relaxed,afternoon,cloudy
833,833,alone,2025-02-02 13:12:55.126,Sunday,home,excited,afternoon,sunny
834,834,alone,2025-02-02 13:13:12.6,Sunday,home,excited,afternoon,sunny
835,835,alone,2025-02-02 13:13:21.867,Sunday,home,excited,afternoon,sunny
836,836,partner,2025-02-02 13:14:42.298,Sunday,home,happy,afternoon,partly_sunny
837,-1,alone,2025-02-02 13:35:38.934,Sunday,home,anxious,afternoon,cloudy
838,-1,alone,2025-02-02 13:38:04.815,Sunday,home,anxious,afternoon,cloudy
839,-1,alone,2025-02-02 13:40:42.95,Sunday,home,anxious,afternoon,cloudy
840,-1,family,2025-02-02 15:10:06.597,Sunday,home,relaxed,afternoon,partly_sunny
841,-1,family,2025-02-02 15:10:35.669,Sunday,home,relaxed,afternoon,partly_sunny
842,-1,family,2025-02-02 15:10:56.099,Sunday,home,relaxed,afternoon,partly_sunny
843,-1,partner,2025-02-02 17:40:11.337,Sunday,home,bored,evening,windy
844,-1,partner,2025-02-02 17:40:34.439,Sunday,home,bored,evening,windy
845,-1,partner,2025-02-02 17:40:56.293,Sunday,home,bored,evening,windy
846,-1,partner,2025-02-02 17:41:10.005,Sunday,home,bored,evening,windy
847,-1,partner,2025-02-02 17:41:25.193,Sunday,home,bored,evening,windy
848,-1,partner,2025-02-02 17:41:41.045,Sunday,home,bored,evening,windy
849,-1,partner,2025-02-02 17:42:12.774,Sunday,home,bored,evening,windy
850,-1,partner,2025-02-02 17:42:26.845,Sunday,home,bored,evening,windy
851,-1,partner,2025-02-02 17:42:37.21,Sunday,home,bored,evening,windy
852,-1,partner,2025-02-02 17:42:49.026,Sunday,home,bored,evening,windy
853,-1,partner,2025-02-02 17:43:00.276,Sunday,home,bored,evening,windy
854,-1,partner,2025-02-02 17:43:26.785,Sunday,home,bored,evening,windy
855,-1,partner,2025-02-02 17:43:35.127,Sunday,home,bored,evening,windy
856,-1,partner,2025-02-02 17:44:04.843,Sunday,home,bored,evening,windy
857,-1,partner,2025-02-02 17:44:14.507,Sunday,home,bored,evening,windy
858,-1,partner,2025-02-02 17:44:22.067,Sunday,home,bored,evening,windy
859,-1,partner,2025-02-02 17:44:33.077,Sunday,home,bored,evening,windy
860,-1,partner,2025-02-02 17:44:49.801,Sunday,home,bored,evening,windy
861,-1,partner,2025-02-02 17:44:59.157,Sunday,home,bored,evening,windy
862,-1,partner,2025-02-02 17:45:13.247,Sunday,home,bored,evening,windy
863,-1,partner,2025-02-02 17:45:24.823,Sunday,home,bored,evening,windy
864,-1,partner,2025-02-02 17:45:49.601,Sunday,home,bored,evening,windy
865,-1,partner,2025-02-02 17:46:02.965,Sunday,home,bored,evening,windy
866,-1,partner,2025-02-02 17:46:12.262,Sunday,home,bored,evening,windy
867,-1,partner,2025-02-02 17:46:31.115,Sunday,home,bored,evening,windy
868,-1,partner,2025-02-02 17:46:45.467,Sunday,home,bored,evening,windy
869,-1,partner,2025-02-02 17:46:56.371,Sunday,home,bored,evening,windy
870,-1,partner,2025-02-02 17:47:06.96,Sunday,home,bored,evening,windy
871,-1,partner,2025-02-02 17:47:58.867,Sunday,home,bored,evening,windy
872,-1,partner,2025-02-02 17:48:20.913,Sunday,home,bored,evening,windy
873,-1,alone,2025-02-02 17:48:23.066,Sunday,home,relaxed,evening,cloudy
874,-1,partner,2025-02-02 17:48:31.321,Sunday,home,bored,evening,windy
875,-1,alone,2025-02-02 17:50:23.499,Sunday,home,relaxed,evening,cloudy
876,-1,alone,2025-02-02 17:51:20.931,Sunday,home,relaxed,evening,cloudy
877,-1,alone,2025-02-02 17:51:58.658,Sunday,home,relaxed,evening,cloudy
878,-1,alone,2025-02-02 17:52:27.745,Sunday,home,relaxed,evening,cloudy
879,-1,alone,2025-02-02 17:53:14.048,Sunday,home,relaxed,evening,cloudy
880,-1,partner,2025-02-02 17:53:15.835,Sunday,home,bored,evening,windy
881,-1,partner,2025-02-02 17:53:22.802,Sunday,home,bored,evening,windy
2922,2922,alone,2025-02-09 23:18:20.491,Monday,home,anxious,night,dark
2923,2923,alone,2025-02-09 23:19:14.569,Monday,home,anxious,night,dark
885,-1,partner,2025-02-02 17:53:52.364,Sunday,home,happy,evening,windy
886,-1,alone,2025-02-02 17:53:56.011,Sunday,home,relaxed,evening,cloudy
887,-1,partner,2025-02-02 17:54:00.943,Sunday,home,happy,evening,windy
2924,2924,alone,2025-02-09 23:19:54.324,Monday,home,anxious,night,dark
888,-1,alone,2025-02-02 17:54:08.731,Sunday,home,relaxed,evening,cloudy
889,-1,partner,2025-02-02 17:54:30.941,Sunday,home,happy,evening,windy
891,-1,partner,2025-02-02 17:56:59.29,Sunday,home,happy,evening,windy
892,-1,partner,2025-02-02 17:59:27.334,Sunday,home,happy,evening,windy
893,-1,partner,2025-02-02 17:59:36.956,Sunday,home,happy,evening,windy
894,-1,partner,2025-02-02 17:59:48.436,Sunday,home,happy,evening,windy
895,-1,partner,2025-02-02 18:00:00.764,Sunday,home,happy,evening,windy
896,-1,partner,2025-02-02 18:00:59.015,Sunday,home,happy,evening,windy
897,-1,partner,2025-02-02 18:02:43.965,Sunday,home,happy,evening,windy
898,-1,partner,2025-02-02 18:03:00.086,Sunday,home,happy,evening,windy
899,-1,partner,2025-02-02 18:03:10.575,Sunday,home,happy,evening,windy
900,-1,partner,2025-02-02 18:03:25.234,Sunday,home,happy,evening,windy
901,-1,partner,2025-02-02 18:03:35.195,Sunday,home,happy,evening,windy
902,-1,family,2025-02-02 18:08:20.149,Sunday,home,anxious,evening,rainy
903,-1,family,2025-02-02 18:08:44.102,Sunday,home,anxious,evening,rainy
904,-1,family,2025-02-02 18:09:38.873,Sunday,home,anxious,evening,rainy
905,-1,family,2025-02-02 18:10:07.986,Sunday,home,anxious,evening,rainy
906,-1,family,2025-02-02 18:11:39.558,Sunday,home,anxious,evening,rainy
907,-1,family,2025-02-02 18:12:15.173,Sunday,home,anxious,evening,rainy
908,-1,family,2025-02-02 18:12:59.368,Sunday,home,anxious,evening,rainy
909,-1,family,2025-02-02 18:13:42.278,Sunday,home,anxious,evening,rainy
910,-1,family,2025-02-02 18:14:05.992,Sunday,home,anxious,evening,rainy
911,-1,family,2025-02-02 18:14:54.082,Sunday,home,anxious,evening,rainy
912,-1,family,2025-02-02 18:15:12.934,Sunday,home,anxious,evening,rainy
913,-1,family,2025-02-02 18:16:05.097,Sunday,home,anxious,evening,rainy
914,-1,family,2025-02-02 18:17:09.733,Sunday,home,anxious,evening,rainy
915,-1,family,2025-02-02 18:17:28.851,Sunday,home,anxious,evening,rainy
916,-1,family,2025-02-02 18:18:15.409,Sunday,home,anxious,evening,rainy
917,-1,family,2025-02-02 18:18:32.7,Sunday,home,anxious,evening,rainy
918,-1,partner,2025-02-02 18:19:19.436,Sunday,home,indifferent,evening,cloudy
919,-1,family,2025-02-02 18:19:42.998,Sunday,home,anxious,evening,rainy
920,-1,family,2025-02-02 18:20:09.086,Sunday,home,anxious,evening,rainy
921,-1,partner,2025-02-02 18:20:20.625,Sunday,home,indifferent,evening,cloudy
922,-1,family,2025-02-02 18:20:36.863,Sunday,home,anxious,evening,rainy
923,-1,family,2025-02-02 18:21:38.959,Sunday,home,anxious,evening,rainy
924,-1,partner,2025-02-02 18:21:55.936,Sunday,home,indifferent,evening,cloudy
925,-1,family,2025-02-02 18:22:03.186,Sunday,home,anxious,evening,rainy
926,-1,family,2025-02-02 18:22:36.299,Sunday,home,anxious,evening,rainy
927,-1,family,2025-02-02 18:22:51.229,Sunday,home,anxious,evening,rainy
928,-1,family,2025-02-02 18:23:32.463,Sunday,home,anxious,evening,rainy
929,-1,family,2025-02-02 18:23:54.907,Sunday,home,anxious,evening,rainy
930,-1,family,2025-02-02 18:24:05.625,Sunday,home,anxious,evening,rainy
931,-1,family,2025-02-02 18:24:29.003,Sunday,home,anxious,evening,rainy
932,-1,family,2025-02-02 18:24:50.552,Sunday,home,anxious,evening,rainy
933,-1,family,2025-02-02 18:25:07.018,Sunday,home,anxious,evening,rainy
934,-1,family,2025-02-02 18:25:17.114,Sunday,home,anxious,evening,rainy
935,-1,family,2025-02-02 18:25:38.653,Sunday,home,anxious,evening,rainy
936,-1,family,2025-02-02 18:25:55.642,Sunday,home,anxious,evening,rainy
937,-1,family,2025-02-02 18:26:26.673,Sunday,home,anxious,evening,rainy
938,-1,family,2025-02-02 18:26:49.541,Sunday,home,anxious,evening,rainy
939,-1,family,2025-02-02 18:27:10.462,Sunday,home,anxious,evening,rainy
940,-1,family,2025-02-02 18:27:42.164,Sunday,home,anxious,evening,rainy
941,-1,family,2025-02-02 18:28:00.229,Sunday,home,anxious,evening,rainy
942,-1,family,2025-02-02 18:28:26.622,Sunday,home,anxious,evening,rainy
943,-1,family,2025-02-02 18:28:42.005,Sunday,home,anxious,evening,rainy
944,-1,family,2025-02-02 18:29:06.848,Sunday,home,anxious,evening,rainy
945,-1,family,2025-02-02 18:29:33.258,Sunday,home,anxious,evening,rainy
946,-1,family,2025-02-02 18:29:59.821,Sunday,home,anxious,evening,rainy
947,-1,family,2025-02-02 18:30:13.669,Sunday,home,anxious,evening,rainy
948,-1,family,2025-02-02 18:30:35.261,Sunday,home,anxious,evening,rainy
949,-1,family,2025-02-02 18:30:49.626,Sunday,home,anxious,evening,rainy
950,950,alone,2025-02-02 18:32:04.432,Sunday,home,relaxed,evening,partly_sunny
951,951,alone,2025-02-02 18:32:27.383,Sunday,home,relaxed,evening,partly_sunny
952,-1,alone,2025-02-02 18:33:43.087,Sunday,home,excited,evening,cloudy
953,-1,alone,2025-02-02 18:34:01.216,Sunday,home,excited,evening,cloudy
954,-1,alone,2025-02-02 18:34:14.092,Sunday,home,excited,evening,cloudy
955,-1,alone,2025-02-02 18:34:29.909,Sunday,home,excited,evening,cloudy
956,-1,alone,2025-02-02 18:34:45.199,Sunday,home,excited,evening,cloudy
957,-1,alone,2025-02-02 18:35:12.168,Sunday,home,excited,evening,cloudy
958,-1,alone,2025-02-02 18:35:21.24,Sunday,home,excited,evening,cloudy
959,959,alone,2025-02-02 18:35:25.309,Sunday,home,relaxed,evening,partly_sunny
961,-1,alone,2025-02-02 18:35:37.825,Sunday,home,excited,evening,cloudy
962,-1,alone,2025-02-02 18:35:50.367,Sunday,home,excited,evening,cloudy
960,960,alone,2025-02-02 18:35:37.822,Sunday,home,relaxed,evening,partly_sunny
964,-1,alone,2025-02-02 18:36:00.175,Sunday,home,excited,evening,cloudy
1578,-1,alone,2025-02-03 20:57:18.237,Monday,home,relaxed,night,dark
963,963,alone,2025-02-02 18:35:54.858,Sunday,home,relaxed,evening,partly_sunny
976,-1,alone,2025-02-02 18:37:21.56,Sunday,home,excited,evening,cloudy
978,-1,alone,2025-02-02 18:37:44.126,Sunday,home,excited,evening,cloudy
977,977,alone,2025-02-02 18:37:27.273,Sunday,home,relaxed,evening,partly_sunny
984,-1,alone,2025-02-02 18:38:21.468,Sunday,home,excited,evening,cloudy
988,-1,alone,2025-02-02 18:38:50.769,Sunday,home,excited,evening,cloudy
987,987,alone,2025-02-02 18:38:38.34,Sunday,home,relaxed,evening,partly_sunny
989,989,alone,2025-02-02 18:38:55.225,Sunday,home,relaxed,evening,partly_sunny
999,-1,alone,2025-02-02 18:40:23.778,Sunday,home,excited,evening,cloudy
1375,-1,alone,2025-02-03 12:48:16.754,Monday,home,bored,afternoon,windy
1376,-1,alone,2025-02-03 12:48:38.398,Monday,home,bored,afternoon,windy
1436,-1,alone,2025-02-03 14:31:43.365,Monday,home,relaxed,afternoon,cloudy
1441,-1,alone,2025-02-03 14:32:49.816,Monday,home,relaxed,afternoon,cloudy
1444,-1,alone,2025-02-03 14:33:17.528,Monday,home,relaxed,afternoon,cloudy
1447,-1,alone,2025-02-03 14:33:39.688,Monday,home,relaxed,afternoon,cloudy
1449,-1,alone,2025-02-03 14:33:52.758,Monday,home,relaxed,afternoon,cloudy
1450,-1,alone,2025-02-03 14:34:01.274,Monday,home,relaxed,afternoon,cloudy
1451,-1,alone,2025-02-03 14:34:09.741,Monday,home,relaxed,afternoon,cloudy
1452,-1,alone,2025-02-03 14:34:15.342,Monday,home,relaxed,afternoon,cloudy
1453,-1,alone,2025-02-03 14:34:23.403,Monday,home,relaxed,afternoon,cloudy
1456,-1,alone,2025-02-03 14:39:34.903,Monday,home,relaxed,afternoon,cloudy
1457,-1,alone,2025-02-03 14:39:42.727,Monday,home,relaxed,afternoon,cloudy
1459,-1,alone,2025-02-03 14:39:55.361,Monday,home,relaxed,afternoon,cloudy
1460,-1,alone,2025-02-03 14:40:00.3,Monday,home,relaxed,afternoon,cloudy
1461,-1,alone,2025-02-03 14:40:11.632,Monday,home,relaxed,afternoon,cloudy
1462,-1,alone,2025-02-03 14:40:19.317,Monday,home,relaxed,afternoon,cloudy
1464,-1,alone,2025-02-03 14:40:34.248,Monday,home,relaxed,afternoon,cloudy
1465,-1,alone,2025-02-03 14:40:40.848,Monday,home,relaxed,afternoon,cloudy
1469,-1,alone,2025-02-03 14:41:22.629,Monday,home,bored,afternoon,cloudy
1470,-1,alone,2025-02-03 14:41:30.236,Monday,home,relaxed,afternoon,cloudy
1476,-1,alone,2025-02-03 14:47:24.119,Monday,home,indifferent,afternoon,cloudy
1483,-1,alone,2025-02-03 14:51:48.343,Monday,home,anxious,afternoon,cloudy
1486,-1,alone,2025-02-03 14:52:42.847,Monday,home,anxious,afternoon,cloudy
1487,-1,alone,2025-02-03 14:52:48.674,Monday,home,anxious,afternoon,cloudy
1488,-1,alone,2025-02-03 14:52:58.366,Monday,home,anxious,afternoon,cloudy
1490,-1,alone,2025-02-03 14:54:29.438,Monday,home,bored,afternoon,partly_sunny
1491,-1,alone,2025-02-03 14:54:43.031,Monday,home,bored,afternoon,partly_sunny
1506,-1,alone,2025-02-03 16:14:57.548,Monday,public_transport,happy,evening,cloudy
1508,-1,alone,2025-02-03 16:15:39.457,Monday,public_transport,happy,evening,cloudy
1510,-1,alone,2025-02-03 16:16:10.164,Monday,public_transport,happy,evening,cloudy
1517,-1,alone,2025-02-03 19:26:58.122,Monday,home,indifferent,evening,partly_sunny
1518,-1,alone,2025-02-03 19:27:10.32,Monday,home,indifferent,evening,partly_sunny
1519,-1,alone,2025-02-03 19:28:18.704,Monday,home,indifferent,evening,partly_sunny
1521,-1,alone,2025-02-03 19:29:47.022,Monday,home,indifferent,evening,partly_sunny
1523,-1,alone,2025-02-03 19:30:12.711,Monday,home,indifferent,evening,partly_sunny
1524,-1,alone,2025-02-03 19:30:21.986,Monday,home,indifferent,evening,partly_sunny
1525,-1,alone,2025-02-03 19:30:36.289,Monday,home,indifferent,evening,partly_sunny
1527,-1,alone,2025-02-03 19:30:59.882,Monday,home,indifferent,evening,partly_sunny
1528,-1,alone,2025-02-03 19:31:25.451,Monday,home,indifferent,evening,partly_sunny
1529,-1,alone,2025-02-03 19:31:42.29,Monday,home,indifferent,evening,partly_sunny
1530,-1,alone,2025-02-03 19:31:59.816,Monday,home,indifferent,evening,partly_sunny
1531,-1,alone,2025-02-03 19:32:21.389,Monday,home,indifferent,evening,partly_sunny
1537,-1,alone,2025-02-03 19:34:29.573,Monday,home,indifferent,evening,partly_sunny
1579,-1,alone,2025-02-03 20:57:50.526,Monday,home,happy,night,rainy
1581,-1,alone,2025-02-03 20:58:22.039,Monday,home,relaxed,night,dark
1582,-1,alone,2025-02-03 20:58:35.625,Monday,home,relaxed,night,dark
1583,-1,alone,2025-02-03 20:58:45.602,Monday,home,happy,night,rainy
1584,-1,alone,2025-02-03 20:58:45.844,Monday,home,relaxed,night,dark
1589,-1,alone,2025-02-03 20:59:50.81,Monday,home,bored,night,rainy
1590,-1,alone,2025-02-03 21:03:08.657,Monday,home,bored,night,rainy
1591,1591,alone,2025-02-03 21:03:23.933,Monday,home,bored,night,rainy
1592,1592,alone,2025-02-03 21:03:45.977,Monday,home,bored,night,rainy
2925,2925,alone,2025-02-09 23:21:26.617,Monday,home,anxious,night,dark
1652,-1,alone,2025-02-04 18:00:40.465,Tuesday,home,sad,evening,dark
1653,-1,alone,2025-02-04 18:00:48.472,Tuesday,home,sad,evening,dark
1654,-1,alone,2025-02-04 18:00:59.19,Tuesday,home,bored,evening,dark
1655,-1,alone,2025-02-04 18:01:08.233,Tuesday,home,bored,evening,dark
1635,-1,strangers,2025-02-04 13:14:03.6,Tuesday,work,relaxed,afternoon,cloudy
2926,2926,alone,2025-02-09 23:22:18.483,Monday,home,anxious,night,dark
1688,-1,alone,2025-02-04 19:57:07.11,Tuesday,home,indifferent,evening,dark
965,965,alone,2025-02-02 18:36:02.7,Sunday,home,relaxed,evening,partly_sunny
967,967,alone,2025-02-02 18:36:12.813,Sunday,home,relaxed,evening,partly_sunny
969,-1,alone,2025-02-02 18:36:40.576,Sunday,home,excited,evening,cloudy
968,968,alone,2025-02-02 18:36:28.973,Sunday,home,relaxed,evening,partly_sunny
971,-1,alone,2025-02-02 18:36:49.529,Sunday,home,excited,evening,cloudy
970,970,alone,2025-02-02 18:36:45.875,Sunday,home,relaxed,evening,partly_sunny
974,-1,alone,2025-02-02 18:37:09.476,Sunday,home,excited,evening,cloudy
